"","county_id","year","crime_rate","pr_arrest","pr_conviction","pr_sentence","avg_sentence","police_per_capita","population_density","tax_per_capita","is_west","is_central","is_urban","pct_minority","w_construction","w_tuc","w_sales","w_fin","w_service","w_manu","w_fed","w_state","w_local_gov","offense_mix","pct_young_male","avg_wage","pr_punishment","pr_conviction_over_offenses"
"45",101,"1987",0.0409403,0.149936005,0.571429014,0.473881006,9.649999619,0.00140045,0.99622643,34.87021255,0,0,0,20.94790077,245.629837,378.1589966,203.1547089,307.2585449,232.1825104,325.0299988,459.8999939,350.269989,317.1199951,0.094471663,0.076094493,313.189397177778,0.0406010742369482,0.0856777835002491
"46",105,"1987",0.051415201,0.381399989,0.384236008,0.381410003,8.81000042,0.00195614,1.598455548,67.84797668,0,1,0,23.54980087,314.0595398,401.1325989,237.8522797,323.9486389,274.8685913,352.0799866,463.1099854,267.7799988,343.1300049,0.103680663,0.073659196,330.884624922222,0.055894724073999,0.146547609224604
"47",107,"1987",0.049755201,0.212895006,0.364353001,0.450215995,8.470000267,0.00168747,1.50248754,53.17795944,0,0,0,39.04779816,279.4214478,350.1326294,202.934433,333.9183044,276.2629089,350.6300049,496.75,332.1199951,324.9700012,0.119128153,0.074555233,327.459969411111,0.0349227749522773,0.077568934334013
"48",109,"1987",0.023099501,0.162769005,0.781608999,0.411765009,9.119999886,0.00108043,1.593959689,27.32159615,0,1,0,9.685640335,270.0950623,374.0296326,226.4880524,335.4203796,230.308609,320.2000122,453.6099854,389.3399963,302.9299927,0.054240629,0.080509461,322.4913025,0.0523854522963206,0.127221719066276
"49",111,"1987",0.018304801,0.202112004,0.522387981,0.542856991,11.06000042,0.00118719,0.830663621,29.58238602,1,0,0,5.527249813,245.1514435,571.5438232,179.5039215,327.9666138,251.4270172,260.3500061,384.1499939,354.4100037,304.9100037,0.067632847,0.06861899,319.934758511111,0.0573153197497334,0.105580881705424
"50",113,"1987",0.0142071,0.179877996,0.220339,0.461537987,6.389999866,0.001516,0.448742747,40.80142212,1,0,0,2.398649931,244.755249,412.0879211,154.2089996,256.4102478,265.1300964,291.1000061,337.0899963,374.1099854,246.6499939,0.051282048,0.091718197,286.838055066667,0.0182926601585283,0.039634137760644
"51",115,"1987",0.0055332,1,1,0.5,20.70000076,0.00905433,0.385809302,28.19310379,1,0,0,1.283650041,204.2205505,503.2350769,217.4908447,342.4657593,245.2060852,448.4200134,442.2000122,340.3900146,386.1199951,0.100000001,0.072534949,347.749816877778,0.5,1
"52",117,"1987",0.0268723,0.370474011,0.793232977,0.236966997,11.82999992,0.00119765,0.581344903,38.81492615,0,0,0,45.42549896,242.3076935,424.7286377,167.0511475,282.4099121,229.0150757,327.2900085,383.8800049,360.6600037,302.0299988,0.074850298,0.076321162,302.152498044444,0.0696380133629546,0.293872202646661
"53",119,"1987",0.098965898,0.149094,0.347799987,0.486182988,7.130000114,0.00223135,8.827651978,75.67243195,0,1,1,28.54599953,436.7666321,548.3238525,354.6761169,509.4655151,354.3007202,494.2999878,568.4000244,329.2200012,379.769989,0.168698967,0.079164952,441.691426577778,0.0252109659760663,0.051854891261778
"54",123,"1987",0.0300184,0.487430006,0.226361006,0.443037987,6.489999771,0.00176086,0.49387756,38.45733643,0,1,0,25.96019936,345.1676636,396.2703857,193.0723419,272.2940674,242.4604797,277.3399963,345.0899963,328,325.769989,0.311355323,0.08119376,302.829435544444,0.0488826612063571,0.110335146512746
"55",125,"1987",0.026628699,0.269042999,0.438960999,0.396450013,7.360000134,0.00200971,0.82025677,48.15414047,0,1,0,22.58189964,261.5647888,457.5350342,199.5846558,299.7388306,320.1324768,277.6799927,447.8699951,361.2399902,300.769989,0.071107782,0.074153349,325.123972577778,0.0468205021694572,0.118099383614996
"56",127,"1987",0.029149599,0.179616004,1,0.335615993,15.98999977,0.00158289,1.338888884,32.02375793,0,0,0,34.2798996,290.9090881,426.3900757,257.600769,441.1412964,305.7611694,329.8699951,508.6099854,380.2999878,329.7099915,0.063055061,0.074002877,363.3658176,0.060282003541152,0.179616004
"57",129,"1987",0.083498202,0.236600995,0.393413007,0.415158004,9.569999695,0.00255849,6.286486626,67.67963409,0,0,1,23.04409981,315.5760193,392.0999146,220.4529572,363.2880249,292.7027283,464.4899902,548.4899902,421.3599854,319.0799866,0.078714222,0.081099212,370.837732966667,0.0386436995083231,0.093081908902142
"58",131,"1987",0.0189848,0.689023972,0.495575011,0.401786,9.970000267,0.00121549,0.412639409,37.70005798,0,0,0,61.94210052,225.8647461,375.2345276,220.9746704,307.6923218,172.6280975,278.7000122,432.8099976,370.8099976,259.7799988,0.167259783,0.083564341,293.832707733333,0.137195078030896,0.341463062503164
"59",133,"1987",0.055128701,0.266959995,0.271946996,0.334951013,8.989999771,0.00154457,1.650065541,27.46926308,0,0,0,26.38139915,264.0406189,318.964447,183.2609253,265.12323,230.6580658,258.25,326.1000061,329.4299927,301.6400146,0.121763192,0.248711616,275.274144488889,0.024317098106283,0.072598968692425
"60",135,"1987",0.062897198,0.092770003,0.477732986,0.385592997,11.92000008,0.00233871,2.157500029,35.99247742,0,1,0,19.52630043,316.0858459,420.8829651,179.1289215,389.8522034,292.2253113,388.75,509.9500122,499.5899963,333.0499878,0.0509177,0.133029118,369.946138166667,0.0170892080659363,0.044319290544419
"61",137,"1987",0.0126662,0.207142994,1,0.322580993,6.179999828,0.00081426,0.316715539,44.29367447,0,0,0,33.0447998,299.495575,356.1253662,170.8711395,170.9401703,250.8361206,192.9600067,360.8399963,283.8999939,321.730011,0.068702288,0.0709837,267.522042166667,0.066820392697513,0.207142994
"62",139,"1987",0.024347,0.522696018,0.28947401,0.345454991,14.22000027,0.00167448,1.333333373,29.49914742,0,0,0,38.06129837,278.0823975,441.5954285,201.3569031,302.6723633,260.5458984,264.25,452.5899963,348.0499878,285.4700012,0.348794073,0.09625563,314.956997344444,0.052269728041168,0.151306912341492
"63",141,"1987",0.031461,0.238636002,0.412698001,0.487179011,13.18000031,0.00127115,0.300571442,35.97389603,0,0,0,39.85150146,257.9737244,388.3135986,179.7050018,263.7362671,196.1453247,255.5599976,374.7799988,380.2900085,294.980011,0.200000003,0.075726457,287.942659166667,0.0479796305100278,0.098484600992032
"64",143,"1987",0.0265806,0.317856997,0.314606994,0.25,9.359999657,0.00085438,0.434959352,31.22778511,0,0,0,38.63589859,250.8361206,373.9316101,178.372345,234.5215759,133.0430603,157.4100037,380.9700012,388.4299927,253.6600037,0.212121204,0.06769374,261.2416348,0.0250000085870093,0.100000034348037
"65",145,"1987",0.029985599,0.35473299,0.340490997,0.594595015,8.470000267,0.0013704,0.778894484,44.64757919,0,1,0,32.95159912,305.3435059,538.8487549,200.7431793,302.1978149,219.6342773,334.6499939,414.6300049,298.7799988,295,0.225333333,0.072756618,323.314169988889,0.0718172012521953,0.120783389433891
"66",147,"1987",0.055168599,0.221542001,0.426777989,0.44313699,7.730000019,0.00218874,1.515981793,36.18621063,0,0,0,35.64110184,295.1821899,379.8961792,205.482666,377.6978455,274.6765442,390.0100098,543.210022,464.6300049,330.7799988,0.09345226,0.114216551,362.396162255556,0.0418982699036682,0.094549249665816
"67",149,"1987",0.0164987,0.271966994,1,0.227273002,14.61999989,0.00151871,0.609243691,29.03402138,1,0,0,10.00459957,223.6136017,437.0629272,188.76828,353.2182007,210.4414825,289.4299927,421.3399963,342.9200134,301.230011,0.116822429,0.06215772,307.558278388889,0.061810755171296,0.271966994
"68",151,"1987",0.0264557,0.299198002,0.36015299,0.340425998,12.56999969,0.0013243,1.273764253,25.69286537,0,1,0,6.976059914,340.479187,415.1316833,218.7197571,322.414978,278.1124268,294.3699951,474.2600098,298.6600037,294.7200012,0.073420838,0.077632539,326.318671333333,0.0366833029975162,0.107757055022326
"69",153,"1987",0.0317563,0.345367998,0.520709991,0.458332986,11.32999992,0.00138447,0.962264121,37.2283287,0,1,0,28.52840042,262.6641541,294.6650085,192.8994141,267.3796692,237.1590118,301.2900085,467.0799866,350.2399902,302.25,0.163232967,0.075708739,297.291915888889,0.0824250308048052,0.179836567130268
"70",155,"1987",0.0312279,0.408199996,0.559822977,0.386543989,8.710000038,0.00145925,1.129610062,31.37445641,0,0,0,61.4496994,253.2447052,407.0928955,200.221344,337.9095459,262.9848633,278.8200073,441.4899902,381.4599915,304.730011,0.125169605,0.081835642,318.661483766667,0.0883329306944294,0.228519736972108
"71",157,"1987",0.030590801,0.278286994,0.443681002,0.377709001,7.480000019,0.00191777,1.509666085,39.16965103,0,1,0,21.60359955,317.5345154,409.7771301,192.4180603,302.6161804,245.793808,418.480011,478.480011,342.1300049,318.0700073,0.124677561,0.07771273,336.144414266667,0.0466359767487217,0.123470652341488
"72",159,"1987",0.036233,0.243589997,0.492940009,0.476563007,8.640000343,0.00158619,2.019267797,27.76489449,0,1,0,16.99130058,334.1034851,475.3228149,260.2709656,329.5464478,265.4314575,374.4100037,491.1600037,346.8099976,351.7399902,0.091467582,0.077052183,358.755018455556,0.0572234247384895,0.12007525531349
"73",161,"1987",0.020006999,0.482425004,0.50819701,0.451613009,7.980000019,0.00124824,1.005281687,31.34530258,1,0,0,13.03660011,275.4969788,402.5044861,201.5675201,279.2492065,251.4202423,334.9200134,450.2799988,277.6000061,302.8299866,0.110243902,0.073621877,308.429826522222,0.11072058155003,0.245166944582038
"74",163,"1987",0.0215728,0.310986996,0.401198,0.455224007,11.25,0.00136587,0.53537488,34.01290894,0,0,0,36.34949875,217.1780853,415.2823792,196.5514221,279.0346985,238.6299896,295.0700073,429.269989,318.019989,299.9200134,0.121085599,0.074727967,298.7729526,0.0567970979358451,0.124767360821208
"75",165,"1987",0.050834101,0.34067899,0.468531013,0.432835996,7.420000076,0.00151382,1.078369856,38.74739456,0,0,0,42.42559814,309.1763611,471.3423767,203.0162354,294.4124146,267.6851501,374.25,442.3800049,381.1400146,285.5,0.095953003,0.0854818,336.5447286,0.0690887070019292,0.159618672292517
"76",167,"1987",0.023828501,0.362269998,0.322580993,0.371428996,10.47999954,0.00155144,1.275252581,35.09686279,0,1,0,12.57909966,293.5538025,419.0362244,221.0995178,326.8283386,253.0095825,351.0899963,463.6900024,312.5299988,311.4700012,0.109259263,0.07687439,328.034162722222,0.0434057183004846,0.116861415688948
"77",169,"1987",0.0121033,0.343387008,0.722972989,0.448597997,12.35999966,0.0010952,0.800884962,37.70785141,0,1,0,7.670919895,345.6390686,588.6970215,190.5554504,331.5649719,206.6858368,306.4200134,406.6199951,348.3699951,306.6799927,0.137203172,0.082806773,336.803593944444,0.111368728592865,0.248259531557527
"78",171,"1987",0.024395401,0.175649002,0.909090996,0.458332986,8.670000076,0.00157442,1.152133584,31.15306091,1,0,0,5.643489838,385.3424377,412.5212402,224.7224274,339.9546814,253.6207123,288.3200073,452.5299988,341.769989,324.0599976,0.082073428,0.077352539,335.871276855556,0.0731870357008435,0.159680926174586
"79",173,"1987",0.0139937,0.530435026,0.327868998,0.150000006,6.639999866,0.00316379,2.03422e-05,37.72702026,1,0,0,25.39139938,231.6960144,213.6752167,175.1604156,267.0940247,204.3792114,193.0099945,334.4400024,414.6799927,304.3200073,0.419753104,0.07462687,259.828319966667,0.0260869811152878,0.173913200478724
"80",175,"1987",0.016493199,0.350347996,0.410596013,0.387097001,7.309999943,0.00164549,0.687830687,46.414608,1,0,0,6.034080029,253.3394775,402.5044861,172.6453094,317.3394165,257.8733826,627.0200195,344.0599976,357.6900024,298.3299866,0.102301791,0.084366582,336.755786466667,0.0556844804923067,0.14385149032014
"81",179,"1987",0.031872001,0.377543002,0.328664005,0.426230013,9.899999619,0.0014782,1.281690121,38.4406662,0,1,0,17.88579941,314.4250488,361.1017761,241.0033722,342.6819458,270.4866028,349.6300049,459.3200073,387.1600037,376.4500122,0.134810716,0.087030932,344.695419311111,0.052888663827315,0.124084795097043
"82",181,"1987",0.072947897,0.182589993,0.343023002,0.548022985,7.059999943,0.00172948,1.570281148,27.59179115,0,1,0,44.62829971,244.8361816,365.4716187,279.2272644,325.0270996,213.5821533,290.6900024,453.5299988,317.230011,286.4500122,0.100038931,0.079774328,308.449371333333,0.0343240866182072,0.062632567534019
"83",183,"1987",0.056842301,0.204216003,0.381908,0.367347002,12.14999962,0.00212751,4.388758659,48.76491928,0,1,1,23.4435997,360.954895,528.5593262,306.0835266,430.0697021,348.2753601,444.4500122,597.9500122,453.0799866,362.9899902,0.085270099,0.099355847,425.823645688889,0.0286500264601101,0.077991725273724
"84",185,"1987",0.0108703,0.195265993,1,0.442856997,5.380000114,0.0012221,0.388758779,40.82453537,0,1,0,64.34819794,226.8244629,331.5649719,167.3725891,264.4230652,217.7068115,247.7200012,381.3299866,367.25,300.1300049,0.049689438,0.070082173,278.257988144444,0.086474911276203,0.195265993
"85",187,"1987",0.0345231,0.33266899,0.443114012,0.432431996,6.980000019,0.00116911,0.442771077,34.71813583,0,0,0,44.21319962,264.4230652,421.3483276,170.5292511,282.0512695,183.150177,297.1400146,390.9400024,356.9100037,267.0799866,0.290488422,0.077948719,292.619121966667,0.0637449262932116,0.147410290826888
"86",189,"1987",0.031312998,0.161381006,0.300577998,0.288462013,12.27000046,0.00227837,1.10191083,31.33022308,1,0,0,1.983199954,238.375824,354.2510071,180.9358978,369.433197,253.2280579,304.7200012,427.8399963,451.7900085,297.1900024,0.05719921,0.150926441,319.751554688889,0.0139925940856467,0.048507579698706
"87",191,"1987",0.045889501,0.172257006,0.449999988,0.421052992,9.590000153,0.00122733,1.772563219,32.74533463,0,0,0,34.42829895,318.059906,400.8569946,230.9888153,320.0344543,238.4958496,295.2600098,334.5499878,375.4500122,327.6199951,0.086164452,0.088288091,315.701780522222,0.0326381966258159,0.0775156506329159
"88",193,"1987",0.0235277,0.266054988,0.588859022,0.423422992,5.860000134,0.00117887,0.81382978,28.51782608,1,0,0,5.931089878,285.8289185,480.1948242,268.383606,365.0195923,295.9351501,295.6300049,468.2600098,337.8800049,348.7399902,0.110501572,0.07819394,349.541344544444,0.0663372059363969,0.156668880031902
"90",195,"1987",0.031397302,0.201397002,1,0.470587999,13.02000046,0.00445923,1.745989323,53.66692734,0,0,0,37.43109894,315.164093,377.9356079,246.0613708,411.4330139,296.8684387,392.269989,480.7900085,303.1099854,337.2799988,0.156123817,0.079450712,351.212500666667,0.094775012175779,0.201397002
"91",197,"1987",0.0141928,0.207595006,1,0.360825002,12.22999954,0.00118573,0.889880955,25.95258141,1,0,0,5.460810184,314.1660461,341.8803406,182.8019867,348.1432495,212.8205109,322.9200134,391.7200012,385.6499939,306.8500061,0.067567572,0.074198931,311.883572044444,0.07490546845514,0.207595006
